Data Year	County Number	County Name	District Number	District Type	District Name	School Number	School Name	ECSU Number	Economic Development Region	School Classification	Grade	Total Enrollment	Filter Groups	Total Female Count	Total Female Percent	Total Male Count	Total Male Percent	Total American Indian or Alaska Native Count	Total American Indian or Alaska Native Percent	American Indian or Alaska Native Female Count	American Indian or Alaska Native Male Count	Total Asian Count	Total Asian Percent	Asian Female Count	Asian Male Count	Total Native Hawaiian or Pacific Islander Count	Total Native Hawaiian or Pacific Islander Percent	Native Hawaiian or Pacific Islander Female Count	Native Hawaiian or Pacific Islander Male Count	Total Hispanic or Latino Count	Total Hispanic or Latino Percent	Hispanic or Latino Female Count	Hispanic or Latino Male Count	Total Black or African American Count	Total Black or African American Percent	Black or African American Female Count	Black or African American Male Count	Total White Count	Total White Percent	White Female Count	White Male Count	Total Two or More Races Count	Total Two or More Races Percent	Two or More Races Female Count	Two or More Races Male Count	Total Students of Color or American Indian Count	Total Students of Color or American Indian Percent	Total Students Eligible for Free or Reduced Priced Meals Count	Total Students Eligible for Free or Reduced Priced Meals Percent	Total Students Receiving Special Education Services Count	Total Students Receiving Special Education Services Percent	Total English Learner Identified Count	Total English Learner Identified Percent	Total Students Experiencing Homelessness Count	Total Students Experiencing Homelessness Percent	Additional Suppression Free or Reduced Priced Meals Applied	Additional Suppression Special Education Applied	Additional Suppression English Learner Identified Applied	Additional Suppression Homeless Applied
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	8	7	Y	4	57.14%	3	42.86%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	14.29%	0	1	4	57.14%	4	0	2	28.57%	0	2	3	42.86%									Y	Y	Y	Y
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	9	11	N	6	54.55%	5	45.45%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	9.09%	0	1	0	0.00%	0	0	10	90.91%	6	4	0	0.00%	0	0	1	9.09%	6	54.55%	4	36.36%	0	0.00%	0	0.00%	N	N	N	N
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	10	1	Y	0	0.00%	1	100.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	100.00%	0	1	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	11	6	Y	5	83.33%	1	16.67%	1	16.67%	1	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	66.67%	3	1	1	16.67%	1	0	2	33.33%									Y	Y	Y	Y
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	12	18	N	11	61.11%	7	38.89%	1	5.56%	0	1	0	0.00%	0	0	0	0.00%	0	0	3	16.67%	3	0	0	0.00%	0	0	12	66.67%	7	5	2	11.11%	1	1	6	33.33%	8	44.44%	8	44.44%	0	0.00%	0	0.00%	N	N	N	N
20-21	7	Blue Earth	4066	7	Kato Public Charter School	10	Kato Public Charter School	9	9	33	All Grades	49	N	27	55.10%	22	44.90%	3	6.12%	1	2	0	0.00%	0	0	0	0.00%	0	0	4	8.16%	3	1	3	6.12%	0	3	34	69.39%	21	13	5	10.20%	2	3	15	30.61%	29	59.18%	22	44.90%	0	0.00%	2	4.08%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	ECSE	2	Y	1	50.00%	1	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	100.00%	1	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	100.00%									Y	Y	Y	Y
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	PK	18	N	11	61.11%	7	38.89%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	18	100.00%	11	7	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	18	100.00%	14	77.78%	0	0.00%	15	83.33%			N	N	N	Y
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	KG	37	N	18	48.65%	19	51.35%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	37	100.00%	18	19	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	37	100.00%	31	83.78%	3	8.11%	30	81.08%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	1	41	N	19	46.34%	22	53.66%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	41	100.00%	19	22	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	41	100.00%	33	80.49%	5	12.20%		>=90%	0	0.00%	N	N	Y	N
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	2	42	N	20	47.62%	22	52.38%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	42	100.00%	20	22	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	42	100.00%	33	78.57%	6	14.29%		>=90%	0	0.00%	N	N	Y	N
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	3	40	N	18	45.00%	22	55.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	40	100.00%	18	22	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	40	100.00%		>=90%	7	17.50%		>=90%	0	0.00%	Y	N	Y	N
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	4	40	N	20	50.00%	20	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	40	100.00%	20	20	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	40	100.00%	32	80.00%	6	15.00%		>=90%	0	0.00%	N	N	Y	N
20-21	27	Hennepin	4067	7	Aurora Charter School	10	Aurora Charter School	11	11	10	All Grades	220	N	107	48.64%	113	51.36%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	220	100.00%	107	113	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	220	100.00%	180	81.82%	29	13.18%	197	89.55%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	20	Aurora Middle School	11	11	20	5	48	N	28	58.33%	20	41.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	48	100.00%	28	20	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	48	100.00%	39	81.25%	7	14.58%	32	66.67%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	20	Aurora Middle School	11	11	20	6	47	N	25	53.19%	22	46.81%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	47	100.00%	25	22	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	47	100.00%	40	85.11%	5	10.64%	29	61.70%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	20	Aurora Middle School	11	11	20	7	50	N	22	44.00%	28	56.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	50	100.00%	22	28	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	50	100.00%	43	86.00%	7	14.00%	26	52.00%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	20	Aurora Middle School	11	11	20	8	50	N	32	64.00%	18	36.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	50	100.00%	32	18	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	50	100.00%	37	74.00%	5	10.00%	18	36.00%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4067	7	Aurora Charter School	20	Aurora Middle School	11	11	20	All Grades	195	N	107	54.87%	88	45.13%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	195	100.00%	107	88	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	195	100.00%	159	81.54%	24	12.31%	105	53.85%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	PK	48	N	28	58.33%	20	41.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	4.17%	1	1	40	83.33%	24	16	3	6.25%	2	1	3	6.25%	1	2	45	93.75%	27	56.25%	0	0.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	KG	52	N	25	48.08%	27	51.92%	0	0.00%	0	0	1	1.92%	0	1	0	0.00%	0	0	1	1.92%	1	0	48	92.31%	24	24	1	1.92%	0	1	1	1.92%	0	1	51	98.08%	43	82.69%	2	3.85%	0	0.00%	1	1.92%	N	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	1	61	N	29	47.54%	32	52.46%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	6.56%	2	2	57	93.44%	27	30	0	0.00%	0	0	0	0.00%	0	0	61	100.00%		>=90%	4	6.56%	6	9.84%	0	0.00%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	2	52	N	31	59.62%	21	40.38%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	5.77%	2	1	49	94.23%	29	20	0	0.00%	0	0	0	0.00%	0	0	52	100.00%		>=90%	6	11.54%	17	32.69%	4	7.69%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	3	44	N	28	63.64%	16	36.36%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	2.27%	1	0	41	93.18%	26	15	0	0.00%	0	0	2	4.55%	1	1	44	100.00%		>=90%	5	11.36%	13	29.55%	3	6.82%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	4	52	N	21	40.38%	31	59.62%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	5.77%	2	1	46	88.46%	18	28	1	1.92%	0	1	2	3.85%	1	1	51	98.08%		>=90%	9	17.31%	13	25.00%	2	3.85%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	5	47	N	27	57.45%	20	42.55%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	6.38%	3	0	43	91.49%	23	20	0	0.00%	0	0	1	2.13%	1	0	47	100.00%	41	87.23%	5	10.64%	8	17.02%	1	2.13%	N	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	6	46	N	27	58.70%	19	41.30%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	46	100.00%	27	19	0	0.00%	0	0	0	0.00%	0	0	46	100.00%		>=90%	12	26.09%	8	17.39%	0	0.00%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	7	33	N	13	39.39%	20	60.61%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	6.06%	0	2	31	93.94%	13	18	0	0.00%	0	0	0	0.00%	0	0	33	100.00%		>=90%	3	9.09%	2	6.06%	0	0.00%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	8	30	N	12	40.00%	18	60.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	5	16.67%	2	3	25	83.33%	10	15	0	0.00%	0	0	0	0.00%	0	0	30	100.00%		>=90%	4	13.33%	3	10.00%	0	0.00%	Y	N	N	N
20-21	27	Hennepin	4068	7	Excell Academy Charter	10	Excell Academy Charter	11	11	10	All Grades	465	N	241	51.83%	224	48.17%	0	0.00%	0	0	1	0.22%	0	1	0	0.00%	0	0	24	5.16%	14	10	426	91.61%	221	205	5	1.08%	2	3	9	1.94%	4	5	460	98.92%	405	87.10%	50	10.75%	70	15.05%	11	2.37%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	KG	60	N	30	50.00%	30	50.00%	0	0.00%	0	0	58	96.67%	28	30	0	0.00%	0	0	1	1.67%	1	0	0	0.00%	0	0	0	0.00%	0	0	1	1.67%	1	0	60	100.00%	45	75.00%	0	0.00%	1	1.67%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	1	67	N	38	56.72%	29	43.28%	0	0.00%	0	0	66	98.51%	37	29	0	0.00%	0	0	0	0.00%	0	0	1	1.49%	1	0	0	0.00%	0	0	0	0.00%	0	0	67	100.00%	45	67.16%	7	10.45%	33	49.25%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	2	72	N	34	47.22%	38	52.78%	0	0.00%	0	0	70	97.22%	33	37	0	0.00%	0	0	1	1.39%	1	0	1	1.39%	0	1	0	0.00%	0	0	0	0.00%	0	0	72	100.00%	57	79.17%	3	4.17%	46	63.89%	1	1.39%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	3	67	N	41	61.19%	26	38.81%	0	0.00%	0	0	64	95.52%	38	26	0	0.00%	0	0	0	0.00%	0	0	2	2.99%	2	0	1	1.49%	1	0	0	0.00%	0	0	66	98.51%	47	70.15%	8	11.94%	45	67.16%	1	1.49%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	4	49	N	23	46.94%	26	53.06%	0	0.00%	0	0	47	95.92%	21	26	0	0.00%	0	0	0	0.00%	0	0	2	4.08%	2	0	0	0.00%	0	0	0	0.00%	0	0	49	100.00%	37	75.51%	3	6.12%	31	63.27%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	5	52	N	27	51.92%	25	48.08%	0	0.00%	0	0	50	96.15%	25	25	0	0.00%	0	0	0	0.00%	0	0	2	3.85%	2	0	0	0.00%	0	0	0	0.00%	0	0	52	100.00%	43	82.69%	3	5.77%	28	53.85%	1	1.92%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	6	75	N	41	54.67%	34	45.33%	2	2.67%	1	1	71	94.67%	38	33	0	0.00%	0	0	0	0.00%	0	0	1	1.33%	1	0	0	0.00%	0	0	1	1.33%	1	0	75	100.00%	55	73.33%	4	5.33%	30	40.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	7	55	N	24	43.64%	31	56.36%	0	0.00%	0	0	53	96.36%	23	30	0	0.00%	0	0	0	0.00%	0	0	1	1.82%	0	1	1	1.82%	1	0	0	0.00%	0	0	54	98.18%	45	81.82%	2	3.64%	22	40.00%	1	1.82%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	8	68	N	34	50.00%	34	50.00%	1	1.47%	0	1	66	97.06%	34	32	0	0.00%	0	0	0	0.00%	0	0	1	1.47%	0	1	0	0.00%	0	0	0	0.00%	0	0	68	100.00%	53	77.94%	7	10.29%	28	41.18%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4070	7	HOPE Community Academy	10	HOPE Community Academy	11	11	10	All Grades	565	N	292	51.68%	273	48.32%	3	0.53%	1	2	545	96.46%	277	268	0	0.00%	0	0	2	0.35%	2	0	11	1.95%	8	3	2	0.35%	2	0	2	0.35%	2	0	563	99.65%	427	75.58%	37	6.55%	264	46.73%	4	0.71%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	ECSE	3	Y	1	33.33%	2	66.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	100.00%	1	2	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	100.00%									Y	Y	Y	Y
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	PK	24	N	10	41.67%	14	58.33%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	24	100.00%	10	14	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	24	100.00%			0	0.00%			0	0.00%	Y	N	Y	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	KG	55	N	21	38.18%	34	61.82%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	53	96.36%	21	32	0	0.00%	0	0	2	3.64%	0	2	0	0.00%	0	0	53	96.36%	14	25.45%	3	5.45%	38	69.09%			N	N	N	Y
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	1	56	N	29	51.79%	27	48.21%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	55	98.21%	28	27	0	0.00%	0	0	1	1.79%	1	0	0	0.00%	0	0	55	98.21%	24	42.86%	4	7.14%	29	51.79%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	2	52	N	31	59.62%	21	40.38%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	50	96.15%	30	20	1	1.92%	1	0	1	1.92%	0	1	0	0.00%	0	0	51	98.08%	13	25.00%	6	11.54%	35	67.31%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	3	47	N	25	53.19%	22	46.81%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	45	95.74%	24	21	1	2.13%	1	0	0	0.00%	0	0	1	2.13%	0	1	47	100.00%	10	21.28%	8	17.02%	33	70.21%	2	4.26%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	4	53	N	27	50.94%	26	49.06%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	49	92.45%	26	23	1	1.89%	0	1	2	3.77%	1	1	1	1.89%	0	1	51	96.23%	15	28.30%	5	9.43%	32	60.38%	2	3.77%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	5	71	N	40	56.34%	31	43.66%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	70	98.59%	39	31	0	0.00%	0	0	0	0.00%	0	0	1	1.41%	1	0	71	100.00%	18	25.35%	8	11.27%	46	64.79%	4	5.63%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	6	80	N	42	52.50%	38	47.50%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	78	97.50%	41	37	1	1.25%	0	1	0	0.00%	0	0	1	1.25%	1	0	80	100.00%	26	32.50%	15	18.75%	43	53.75%	4	5.00%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	7	52	N	25	48.08%	27	51.92%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	50	96.15%	23	27	1	1.92%	1	0	1	1.92%	1	0	0	0.00%	0	0	51	98.08%	18	34.62%	7	13.46%	22	42.31%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	8	52	N	26	50.00%	26	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	52	100.00%	26	26	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	52	100.00%	14	26.92%	8	15.38%	21	40.38%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4073	7	Academia Cesar Chavez Charter School	10	Academia Cesar Chavez Charter School	11	11	10	All Grades	545	N	277	50.83%	268	49.17%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	529	97.06%	269	260	5	0.92%	3	2	7	1.28%	3	4	4	0.73%	2	2	538	98.72%	156	28.62%	67	12.29%	303	55.60%	14	2.57%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	10	AFSA High School	11	11	33	8	48	N	22	45.83%	26	54.17%	0	0.00%	0	0	4	8.33%	1	3	0	0.00%	0	0	6	12.50%	3	3	7	14.58%	3	4	25	52.08%	12	13	6	12.50%	3	3	23	47.92%	24	50.00%	8	16.67%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	10	AFSA High School	11	11	33	9	46	N	14	30.43%	32	69.57%	0	0.00%	0	0	2	4.35%	1	1	0	0.00%	0	0	7	15.22%	1	6	8	17.39%	5	3	29	63.04%	7	22	0	0.00%	0	0	17	36.96%	22	47.83%	15	32.61%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	10	AFSA High School	11	11	33	10	41	N	17	41.46%	24	58.54%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	5	12.20%	1	4	8	19.51%	5	3	27	65.85%	11	16	1	2.44%	0	1	14	34.15%	20	48.78%	16	39.02%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	10	AFSA High School	11	11	33	11	64	N	29	45.31%	35	54.69%	0	0.00%	0	0	2	3.13%	1	1	0	0.00%	0	0	4	6.25%	1	3	7	10.94%	4	3	49	76.56%	23	26	2	3.13%	0	2	15	23.44%	21	32.81%	13	20.31%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	10	AFSA High School	11	11	33	12	50	N	16	32.00%	34	68.00%	0	0.00%	0	0	2	4.00%	1	1	0	0.00%	0	0	2	4.00%	0	2	2	4.00%	1	1	44	88.00%	14	30	0	0.00%	0	0	6	12.00%	10	20.00%	16	32.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	10	AFSA High School	11	11	33	All Grades	249	N	98	39.36%	151	60.64%	0	0.00%	0	0	10	4.02%	4	6	0	0.00%	0	0	24	9.64%	6	18	32	12.85%	18	14	174	69.88%	67	107	9	3.61%	3	6	75	30.12%	97	38.96%	68	27.31%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	KG	19	N	13	68.42%	6	31.58%	0	0.00%	0	0	1	5.26%	1	0	0	0.00%	0	0	3	15.79%	3	0	3	15.79%	2	1	11	57.89%	6	5	1	5.26%	1	0	8	42.11%	9	47.37%	0	0.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	1	23	N	11	47.83%	12	52.17%	0	0.00%	0	0	1	4.35%	0	1	0	0.00%	0	0	3	13.04%	2	1	0	0.00%	0	0	15	65.22%	9	6	4	17.39%	0	4	8	34.78%	13	56.52%	3	13.04%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	2	15	N	8	53.33%	7	46.67%	0	0.00%	0	0	1	6.67%	0	1	0	0.00%	0	0	0	0.00%	0	0	3	20.00%	2	1	7	46.67%	4	3	4	26.67%	2	2	8	53.33%	10	66.67%	3	20.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	3	14	N	5	35.71%	9	64.29%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	7.14%	1	0	1	7.14%	0	1	9	64.29%	2	7	3	21.43%	2	1	5	35.71%	4	28.57%	3	21.43%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	4	26	N	11	42.31%	15	57.69%	0	0.00%	0	0	2	7.69%	0	2	0	0.00%	0	0	4	15.38%	3	1	1	3.85%	1	0	16	61.54%	4	12	3	11.54%	3	0	10	38.46%	14	53.85%	6	23.08%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	5	17	N	11	64.71%	6	35.29%	1	5.88%	1	0	0	0.00%	0	0	0	0.00%	0	0	1	5.88%	1	0	1	5.88%	1	0	11	64.71%	7	4	3	17.65%	1	2	6	35.29%	7	41.18%	3	17.65%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	6	41	N	14	34.15%	27	65.85%	2	4.88%	0	2	2	4.88%	0	2	0	0.00%	0	0	3	7.32%	1	2	5	12.20%	3	2	24	58.54%	7	17	5	12.20%	3	2	17	41.46%	22	53.66%	10	24.39%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	7	34	N	18	52.94%	16	47.06%	0	0.00%	0	0	1	2.94%	0	1	0	0.00%	0	0	4	11.76%	2	2	2	5.88%	2	0	24	70.59%	11	13	3	8.82%	3	0	10	29.41%	11	32.35%	9	26.47%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4074	7	AFSA High School	20	AFSA Middle School	11	11	10	All Grades	189	N	91	48.15%	98	51.85%	3	1.59%	1	2	8	4.23%	1	7	0	0.00%	0	0	19	10.05%	13	6	16	8.47%	11	5	117	61.90%	50	67	26	13.76%	15	11	72	38.10%	90	47.62%	37	19.58%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4075	7	Avalon School	10	Avalon School	11	11	32	9	36	N	12	33.33%	24	66.67%	1	2.78%	0	1	0	0.00%	0	0	0	0.00%	0	0	2	5.56%	0	2	2	5.56%	0	2	22	61.11%	8	14	9	25.00%	4	5	14	38.89%	6	16.67%	17	47.22%	0	0.00%	1	2.78%	N	N	N	N
20-21	62	Ramsey	4075	7	Avalon School	10	Avalon School	11	11	32	10	38	N	17	44.74%	21	55.26%	2	5.26%	0	2	2	5.26%	0	2	0	0.00%	0	0	4	10.53%	3	1	4	10.53%	4	0	23	60.53%	9	14	3	7.89%	1	2	15	39.47%	9	23.68%	18	47.37%	0	0.00%	1	2.63%	N	N	N	N
20-21	62	Ramsey	4075	7	Avalon School	10	Avalon School	11	11	32	11	49	N	26	53.06%	23	46.94%	2	4.08%	0	2	1	2.04%	1	0	0	0.00%	0	0	3	6.12%	2	1	6	12.24%	3	3	34	69.39%	17	17	3	6.12%	3	0	15	30.61%	11	22.45%	19	38.78%	0	0.00%	0	0.00%	N	N	N	N
20-21	62	Ramsey	4075	7	Avalon School	10	Avalon School	11	11	32	12	50	N	21	42.00%	29	58.00%	5	10.00%	4	1	0	0.00%	0	0	0	0.00%	0	0	10	20.00%	6	4	5	10.00%	1	4	28	56.00%	9	19	2	4.00%	1	1	22	44.00%	10	20.00%	25	50.00%	0	0.00%	2	4.00%	N	N	N	N
20-21	62	Ramsey	4075	7	Avalon School	10	Avalon School	11	11	32	All Grades	173	N	76	43.93%	97	56.07%	10	5.78%	4	6	3	1.73%	1	2	0	0.00%	0	0	19	10.98%	11	8	17	9.83%	8	9	107	61.85%	43	64	17	9.83%	9	8	66	38.15%	36	20.81%	79	45.66%	0	0.00%	4	2.31%	N	N	N	N
